docking_cost_a,docking_cost_b,roundtrip_start,roundtrip_return,passengers,itin_fare,itin_fare_avg,avg_occupancy_rate,occupancy_avg,roundtrip_count,ticket_revenue,baggage_revenue,total_revenue,distance,fomc&dio,roundtrip_start_airport_type,roundtrip_return_airport_type,docking_cost_total,delay_dep,early_arr,maintance,profit
10000,10000,BOS,LAS,1207,265459,219.9328915,0.655250452,131.0500904,442,12739423.59,2027344.898,14766768.48,2381,21857.58,large_airport,large_airport,8840000,1257375,333150,10452382.58,4314385.904
10000,5000,ANC,JNU,196,43721,223.0663265,0.652861515,130.5723029,247,7194192.138,1128797.559,8322989.697,571,5241.78,large_airport,medium_airport,3705000,235200,78450,4023891.78,4299097.917
10000,10000,LAX,OKC,249,72588,291.5180723,0.637904762,127.5809524,210,7810352.193,937720,8748072.193,1187,10896.66,large_airport,large_airport,4200000,210900,32700,4454496.66,4293575.533
10000,10000,MIA,MSP,1191,277559,233.0470193,0.640207101,128.0414201,338,10085808.9,1514730,11600538.9,1501,13779.18,large_airport,large_airport,6760000,454350,80775,7308904.18,4291634.722
10000,10000,CVG,SFO,383,126265,329.6736292,0.654606061,130.9212121,165,7121609.739,756070,7877679.739,2036,18690.48,large_airport,large_airport,3300000,149400,130350,3598440.48,4279239.259
10000,10000,DCA,SYR,105,28182,268.4,0.649829159,129.9658318,235,8197464.873,1068968.966,9266433.839,298,2735.64,large_airport,large_airport,4700000,239175,62025,5003935.64,4262498.199
10000,10000,ATL,MKE,567,99160,174.8853616,0.651647564,130.3295128,729,16615895.78,3325357.52,19941253.3,669,6141.42,large_airport,large_airport,14580000,824175,271050,15681366.42,4259886.878
10000,10000,CVG,MCI,118,46372,392.9830508,0.662755906,132.5511811,127,6615476.678,589190,7204666.678,539,4948.02,large_airport,large_airport,2540000,366225,42675,2953848.02,4250818.658
10000,10000,BHM,LGA,295,95140,322.5084746,0.643709677,128.7419355,186,7722787.932,838110,8560897.932,866,7949.88,large_airport,large_airport,3720000,539700,56250,4323899.88,4236998.052
5000,10000,OGG,ORD,350,233374,666.7828571,0.626862519,125.3725038,62,5182966.652,272058.3333,5455024.985,4184,38409.12,medium_airport,large_airport,930000,200025,53100,1221534.12,4233490.865
10000,10000,CLT,SMF,127,63149,497.2362205,0.665823529,133.1647059,85,5628216.78,396165,6024381.78,2244,20599.92,large_airport,large_airport,1700000,67350,28950,1816899.92,4207481.86
10000,10000,OMA,SFO,151,62575,414.4039735,0.64665541,129.331082,122,6538628.34,552243.72,7090872.06,1433,13154.94,large_airport,large_airport,2440000,363300,76575,2893029.94,4197842.12
10000,10000,CHS,IAD,137,33812,246.8029197,0.658918448,131.7836896,269,8749117.228,1240743.438,9989860.666,441,4048.38,large_airport,large_airport,5380000,385575,29925,5799548.38,4190312.286
10000,5000,DEN,FSD,207,37704,182.1449275,0.663991958,132.7983915,375,9070707.526,1742978.889,10813686.41,483,4433.94,large_airport,medium_airport,5625000,896550,106800,6632783.94,4180902.475
10000,10000,DFW,VPS,165,37458,227.0181818,0.654902086,130.9804172,332,9871998.807,1521992.448,11393991.25,641,5884.38,large_airport,large_airport,6640000,527775,48900,7222559.38,4171431.874
5000,10000,LIH,PDX,244,108622,445.1721311,0.660944444,132.1888889,90,5296212.844,416395,5712607.844,2631,24152.58,medium_airport,large_airport,1350000,90150,80550,1544852.58,4167755.264
10000,10000,IAD,LGA,126,31867,252.9126984,0.645184992,129.0369984,308,10051609.4,1391018.842,11442628.24,229,2102.22,large_airport,large_airport,6160000,990600,131175,7283877.22,4158751.022
10000,10000,PIT,SFO,312,145611,466.7019231,0.655115997,131.0231994,101,6176026.691,463167.0098,6639193.701,2254,20691.72,large_airport,large_airport,2020000,376125,68775,2485591.72,4153601.981
10000,10000,DFW,HOU,225,44168,196.3022222,0.64322229,128.6444579,579,14621598.73,2606979.94,17228578.67,247,2267.46,large_airport,large_airport,11580000,1461525,52125,13095917.46,4132661.207
10000,10000,DCA,TYS,190,49357,259.7736842,0.648197731,129.6395462,249,8385558.694,1129808.645,9515367.339,437,4011.66,large_airport,large_airport,4980000,345225,71550,5400786.66,4114580.679
10000,10000,IAD,MSY,225,66780,296.8,0.660731744,132.1463489,190,7451996.905,878773.2199,8330770.125,955,8766.9,large_airport,large_airport,3800000,366900,42150,4217816.9,4112953.225
10000,10000,MKE,MSP,362,73817,203.9143646,0.641057082,128.2114165,473,12366182.73,2122540,14488722.73,297,2726.46,large_airport,large_airport,9460000,711600,205425,10379751.46,4108971.269
10000,10000,ONT,SFO,144,32362,224.7361111,0.642901634,128.5803268,427,12338866.39,1921632.984,14260499.38,363,3332.34,large_airport,large_airport,8540000,1546950,77775,10168057.34,4092442.036
10000,10000,ATL,DEN,2119,323040,152.4492685,0.650018777,130.0037555,1389,27528559.64,6320132.572,33848692.21,1199,11006.82,large_airport,large_airport,27780000,1611375,370725,29773106.82,4075585.395
10000,10000,BOS,RDU,1116,197711,177.1603943,0.653825843,130.7651685,890,20618103.84,4073335,24691438.84,612,5618.16,large_airport,large_airport,17800000,2519850,290400,20615868.16,4075570.685
10000,5000,PHX,SBP,155,30614,197.5096774,0.640605885,128.121177,332,8401317.218,1488768.077,9890085.295,509,4672.62,large_airport,medium_airport,4980000,804300,27525,5816497.62,4073587.675
10000,10000,CLT,PDX,161,85162,528.9565217,0.663376623,132.6753247,77,5403819.826,357560,5761379.826,2282,20948.76,large_airport,large_airport,1540000,119250,12900,1693098.76,4068281.066
5000,10000,OGG,SLC,307,187175,609.6905537,0.691166667,138.2333333,60,5056773.453,290290,5347063.453,2935,26943.3,medium_airport,large_airport,900000,319650,54525,1301118.3,4045945.153
5000,10000,MSO,SEA,103,18795,182.4757282,0.644011861,128.8023721,337,7920614.339,1519223.979,9439838.318,389,3571.02,medium_airport,large_airport,5055000,336000,32475,5427046.02,4012792.298
10000,10000,DFW,SAV,143,49047,342.986014,0.63907554,127.8151081,153,6707335.551,684449.9038,7391785.455,925,8491.5,large_airport,large_airport,3060000,298725,15075,3382291.5,4009493.955
10000,10000,DFW,ORF,214,66896,312.5981308,0.653803681,130.7607362,163,6662716.561,745990,7408706.561,1212,11126.16,large_airport,large_airport,3260000,100950,29850,3401926.16,4006780.401
10000,10000,MIA,TYS,110,33084,300.7636364,0.655086142,131.0172285,178,7014128.815,816237.3333,7830366.148,724,6646.32,large_airport,large_airport,3560000,228450,45000,3840096.32,3990269.828
10000,10000,LGA,PWM,102,24113,236.4019608,0.648808674,129.7617349,322,9877648.998,1462414.752,11340063.75,269,2469.42,large_airport,large_airport,6440000,703650,206550,7352669.42,3987394.33
10000,10000,HNL,SLC,476,233075,489.6533613,0.654514357,130.9028714,89,5704635.759,407762.4444,6112398.203,2994,27484.92,large_airport,large_airport,1780000,186300,131250,2125034.92,3987363.283
10000,10000,BOI,LAX,327,76307,233.3547401,0.656336717,131.2673434,307,9403980.039,1410467.605,10814447.64,674,6187.32,large_airport,large_airport,6140000,547725,147525,6841437.32,3973010.324
10000,10000,MSP,SJC,168,92028,547.7857143,0.643066667,128.6133333,75,5283941,337610,5621551,1575,14458.5,large_airport,large_airport,1500000,85425,55725,1655608.5,3965942.5
10000,10000,MCO,SAN,628,195848,311.8598726,0.674533085,134.906617,155,6521153.863,731868.3974,7253022.26,2149,19727.82,large_airport,large_airport,3100000,121350,51750,3292827.82,3960194.44
10000,10000,BNA,PHL,771,137476,178.30869,0.654311683,130.8623366,570,13300318.33,2610703.614,15911021.94,675,6196.5,large_airport,large_airport,11400000,381900,165675,11953771.5,3957250.443
10000,10000,DFW,RDU,654,133644,204.3486239,0.649642316,129.9284632,455,12080569.71,2069110.777,14149680.49,1061,9739.98,large_airport,large_airport,9100000,1011225,82050,10203014.98,3946665.507
10000,10000,BNA,LGA,1261,208970,165.7176844,0.65171913,130.3438259,1047,22615490.02,4776449.501,27391939.53,764,7013.52,large_airport,large_airport,20940000,2013600,488925,23449538.52,3942401.005
10000,10000,ATL,LGA,3487,507070,145.4172641,0.651101838,130.2203676,2293,43420912.03,10450835.6,53871747.63,762,6995.16,large_airport,large_airport,45860000,3317025,749775,49933795.16,3937952.472
10000,10000,IAD,LAS,733,185095,252.5170532,0.6579866,131.5973201,237,7875644.491,1091599.77,8967244.26,2065,18956.7,large_airport,large_airport,4740000,175725,98700,5033381.7,3933862.56
10000,10000,CLT,MCO,969,153406,158.3137255,0.650140625,130.028125,960,19761827.41,4368945,24130772.41,468,4296.24,large_airport,large_airport,19200000,866175,131325,20201796.24,3928976.172
5000,10000,PSC,SEA,196,24286,123.9081633,0.662141754,132.4283509,823,13504568.91,3814598.647,17319167.56,172,1578.96,medium_airport,large_airport,12345000,987000,60675,13394253.96,3924913.599
10000,10000,BOS,MCI,321,94737,295.1308411,0.645383932,129.0767864,208,7923664.43,939679.0047,8863343.435,1256,11530.08,large_airport,large_airport,4160000,600225,176775,4948530.08,3914813.355
10000,10000,IAD,PHX,302,140372,464.807947,0.645388889,129.0777778,90,5399673.921,406595,5806268.921,1956,17956.08,large_airport,large_airport,1800000,43500,30975,1892431.08,3913837.841
10000,10000,LGA,PBI,1303,235991,181.113584,0.650109439,130.0218878,731,17214121.71,3326610,20540731.71,1035,9501.3,large_airport,large_airport,14620000,1509300,494175,16632976.3,3907755.408
5000,10000,ILM,LGA,121,29864,246.8099174,0.622518014,124.5036028,224,6883234.155,976108.2456,7859342.401,500,4590,medium_airport,large_airport,3360000,514875,76725,3956190,3903152.401
10000,5000,DEN,ELP,177,29282,165.4350282,0.638810688,127.7621376,453,9574758.781,2025668.692,11600427.47,563,5168.34,large_airport,medium_airport,6795000,774300,124725,7699193.34,3901234.133
10000,10000,DFW,SPI,201,64478,320.7860697,0.649001511,129.8003021,156,6495548.087,708709.6497,7204257.737,630,5783.4,large_airport,large_airport,3120000,159300,19200,3304283.4,3899974.337
10000,5000,DEN,JAC,138,30941,224.2101449,0.641884058,128.3768116,276,7944213.855,1240120,9184333.855,406,3727.08,large_airport,medium_airport,4140000,1079250,61725,5284702.08,3899631.775
10000,10000,HNL,IAD,202,179399,888.1138614,0.690810811,138.1621622,37,4540038.059,178920,4718958.059,4817,44220.06,large_airport,large_airport,740000,18525,17325,820070.06,3898887.999
10000,10000,CLT,TPA,624,99574,159.5737179,0.654176932,130.8353863,893,18643954.91,4089260,22733214.91,507,4654.26,large_airport,large_airport,17860000,882000,92850,18839504.26,3893710.65
10000,10000,PIT,SLC,202,91062,450.8019802,0.661944444,132.3888889,90,5371305.594,417025,5788330.594,1660,15238.8,large_airport,large_airport,1800000,50325,31425,1896988.8,3891341.794
10000,10000,LAS,MCO,929,200959,216.3175457,0.650901317,130.1802634,349,9827936.005,1590151.918,11418087.92,2039,18718.02,large_airport,large_airport,6980000,424050,146625,7569393.02,3848694.903
10000,10000,DEN,RNO,383,80692,210.6840731,0.652253929,130.4507858,390,10718722.13,1780653.226,12499375.35,804,7380.72,large_airport,large_airport,7800000,778275,74100,8659755.72,3839619.632
10000,5000,EWR,PSP,110,46982,427.1090909,0.653277778,130.6555556,90,5022375.8,411565,5433940.8,2358,21646.44,large_airport,medium_airport,1350000,174675,53025,1599346.44,3834594.36
5000,10000,FAT,SEA,165,35118,212.8363636,0.643879668,128.7759336,241,6605376.545,1086225,7691601.545,748,6866.64,medium_airport,large_airport,3615000,191400,44400,3857666.64,3833934.905
5000,10000,MFR,SEA,120,19289,160.7416667,0.654612683,130.9225367,419,8817732.126,1919979,10737711.13,352,3231.36,medium_airport,large_airport,6285000,515475,115650,6919356.36,3818354.766
10000,10000,DEN,SAT,783,144887,185.0408685,0.64480908,128.9618159,555,13244079.56,2505083.274,15749162.83,794,7288.92,large_airport,large_airport,11100000,707175,130500,11944963.92,3804198.913
10000,10000,MIA,SAN,248,117804,475.016129,0.625393258,125.0786517,89,5287879.548,389620,5677499.548,2267,20811.06,large_airport,large_airport,1780000,33450,45075,1879336.06,3798163.488
10000,10000,BDL,DEN,287,102673,357.7456446,0.64453125,128.90625,128,5902803.136,577500,6480303.136,1671,15339.78,large_airport,large_airport,2560000,86475,41175,2702989.78,3777313.356
10000,10000,BNA,SAN,301,114204,379.4152824,0.651791156,130.3582311,115,5687889.084,524691.8803,6212580.965,1751,16074.18,large_airport,large_airport,2300000,92850,31800,2440724.18,3771856.785
10000,10000,DTW,SNA,264,144322,546.6742424,0.633424658,126.6849315,73,5055643.394,323680,5379323.394,1960,17992.8,large_airport,large_airport,1460000,107625,32625,1618242.8,3761080.594
10000,5000,DCA,EYW,144,56218,390.4027778,0.641804124,128.3608247,97,4860904.986,435785,5296689.986,1023,9391.14,large_airport,medium_airport,1455000,66000,15750,1546141.14,3750548.846
10000,5000,ATL,EGE,125,51671,413.368,0.658483146,131.6966292,89,4845086.328,410235,5255321.328,1312,12044.16,large_airport,medium_airport,1335000,127425,36375,1510844.16,3744477.168
10000,10000,MSP,SMF,175,88144,503.68,0.646987179,129.3974359,78,5083642.24,353255,5436897.24,1517,13926.06,large_airport,large_airport,1560000,99600,28275,1701801.06,3735096.18
10000,10000,CHS,EWR,374,88151,235.697861,0.635487578,127.0975156,339,10155291.66,1508012.023,11663303.68,628,5765.04,large_airport,large_airport,6780000,996525,161175,7943465.04,3719838.645
10000,10000,BUF,DFW,108,51163,473.7314815,0.67125,134.25,84,5342269.917,394695,5736964.917,1212,11126.16,large_airport,large_airport,1680000,291375,43650,2026151.16,3710813.757
10000,5000,DFW,EGE,174,42583,244.7298851,0.652144859,130.4289718,223,7118130.403,1017998.125,8136128.528,721,6618.78,large_airport,medium_airport,3345000,1061775,17175,4430568.78,3705559.748
10000,10000,EWR,SAV,251,63454,252.8047809,0.65343468,130.686936,270,8920336.201,1234991.545,10155327.75,708,6499.44,large_airport,large_airport,5400000,1003275,80100,6489874.44,3665453.306
10000,10000,LGA,OMA,164,59821,364.7621951,0.629696302,125.9392604,140,6431303.35,617102.3759,7048405.726,1148,10538.64,large_airport,large_airport,2800000,490800,87000,3388338.64,3660067.086
10000,10000,RDU,SLC,237,115674,488.0759494,0.649679487,129.9358974,78,4946649.747,354725,5301374.747,1823,16735.14,large_airport,large_airport,1560000,37800,36675,1651210.14,3650164.607
10000,10000,BNA,DCA,761,124058,163.0197109,0.658340281,131.6680562,734,15754934.53,3382552.364,19137486.89,562,5159.16,large_airport,large_airport,14680000,655425,157650,15498234.16,3639252.733
10000,10000,BHM,DCA,241,60783,252.2116183,0.648202585,129.640517,237,7749152.164,1075368.088,8824520.253,653,5994.54,large_airport,large_airport,4740000,375300,65325,5186619.54,3637900.713
5000,10000,JAC,LAX,140,50849,363.2071429,0.656121067,131.2242133,107,5099788.161,491434.6789,5591222.84,784,7197.12,medium_airport,large_airport,1605000,248775,97425,1958397.12,3632825.72
10000,10000,JFK,ORD,451,84019,186.2949002,0.65586129,131.1722579,649,15859433.03,2979577.838,18839010.87,740,6793.2,large_airport,large_airport,12980000,1991700,238125,15216618.2,3622392.67
10000,10000,EWR,SRQ,381,98625,258.8582677,0.653690079,130.7380159,224,7580746.054,1024986.044,8605732.099,1034,9492.12,large_airport,large_airport,4480000,432975,63075,4985542.12,3620189.979
10000,10000,FLL,PHX,478,161303,337.4539749,0.653486542,130.6973085,138,6086397.024,631268,6717665.024,1972,18102.96,large_airport,large_airport,2760000,307200,35475,3120777.96,3596887.064
10000,10000,DEN,SFO,2124,352127,165.7848399,0.652078186,130.4156371,1098,23739787.21,5011872.935,28751660.14,967,8877.06,large_airport,large_airport,21960000,2984175,216075,25169127.06,3582533.081
10000,10000,ORD,PBI,673,158023,234.8038633,0.639111832,127.8223665,303,9093995.197,1355556.197,10449551.39,1143,10492.74,large_airport,large_airport,6060000,729450,83400,6883342.74,3566208.654
10000,10000,SFO,TPA,418,183071,437.9688995,0.623403136,124.6806271,96,5242198.758,418926.9072,5661125.665,2393,21967.74,large_airport,large_airport,1920000,120825,46875,2109667.74,3551457.925
10000,10000,RDU,SEA,357,103783,290.7086835,0.646571308,129.3142615,178,6691514.611,805627.8492,7497142.461,2354,21609.72,large_airport,large_airport,3560000,242100,134250,3957959.72,3539182.741
10000,10000,ONT,SLC,283,69420,245.3003534,0.63942,127.884,250,7842497.597,1118985,8961482.597,558,5122.44,large_airport,large_airport,5000000,352725,73650,5431497.44,3529985.157
10000,10000,DEN,JFK,527,120488,228.629981,0.654072663,130.8145325,287,8583631.613,1314031.979,9897663.592,1626,14926.68,large_airport,large_airport,5740000,349725,274575,6379226.68,3518436.912
10000,10000,DEN,OMA,450,79432,176.5155556,0.643631123,128.7262246,646,14678528.96,2910499.939,17589028.9,472,4332.96,large_airport,large_airport,12920000,1029525,134700,14088557.96,3500470.939
10000,10000,LAX,OMA,282,75914,269.1985816,0.657625,131.525,200,7081268.688,920675,8001943.688,1330,12209.4,large_airport,large_airport,4000000,437625,77550,4527384.4,3474559.288
10000,10000,AUS,DFW,349,55005,157.6074499,0.642576727,128.5153454,934,18918147.45,4201166.642,23119314.09,190,1744.2,large_airport,large_airport,18680000,940650,47700,19670094.2,3449219.894
10000,10000,DFW,RSW,384,78268,203.8229167,0.652193732,130.4387464,351,9331828.417,1602440,10934268.42,1017,9336.06,large_airport,large_airport,7020000,447825,36825,7513986.06,3420282.357
10000,10000,IAH,SNA,428,85779,200.4182243,0.651264205,130.2528409,352,9188975.166,1604715,10793690.17,1346,12356.28,large_airport,large_airport,7040000,236700,88275,7377331.28,3416358.886
10000,10000,DEN,PIT,534,115129,215.5973783,0.651120562,130.2241125,302,8478945.126,1376468.869,9855413.995,1290,11842.2,large_airport,large_airport,6040000,291975,97500,6441317.2,3414096.795
5000,10000,HPN,RSW,131,54295,414.4656489,0.645538304,129.1076607,85,4548408.682,384095.2907,4932503.973,1102,10116.36,medium_airport,large_airport,1275000,197325,48225,1530666.36,3401837.613
10000,10000,LAS,RDU,538,155997,289.9572491,0.658281768,131.6563535,162,6184303.682,746491.5244,6930795.206,2026,18598.68,large_airport,large_airport,3240000,218250,70425,3547273.68,3383521.526
10000,10000,LGA,TPA,795,152310,191.5849057,0.648529736,129.7059471,474,11778758.58,2151821.663,13930580.24,1010,9271.8,large_airport,large_airport,9480000,754200,317550,10561021.8,3369558.444
